INFO  | 06/16/2022 10:51:46 PM | File run_exp.py           | Line 26    | Writing log file to /Users/alexdavies/Documents/Year_1/Project/GRAN_social/exp/GRAN/GRANMixtureBernoulli_social_2022-Jun-16-13-29-21_37088/log_exp_41026.txt
INFO  | 06/16/2022 10:51:46 PM | File run_exp.py           | Line 27    | Exp instance id = 41026
INFO  | 06/16/2022 10:51:46 PM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 06/16/2022 10:51:46 PM | File run_exp.py           | Line 29    | Config =
INFO  | 06/16/2022 10:51:51 PM | File gran_runner.py       | Line 127   | Train/val/test = 640/160/160
INFO  | 06/16/2022 10:51:52 PM | File gran_runner.py       | Line 140   | No Edges vs. Edges in training set = 32.720548854620965
INFO  | 06/16/2022 10:52:13 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0805 iteration 00000001 = 0.17770765721797943
INFO  | 06/16/2022 10:52:17 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0805 iteration 00000005 = 0.23450155556201935
INFO  | 06/16/2022 10:52:22 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0805 iteration 00000010 = 0.1562451422214508
INFO  | 06/16/2022 10:52:27 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0805 iteration 00000015 = 0.13350147008895874
INFO  | 06/16/2022 10:52:32 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0805 iteration 00000020 = 0.15819862484931946
INFO  | 06/16/2022 10:52:37 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0805 iteration 00000025 = 0.2186671942472458
INFO  | 06/16/2022 10:52:41 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0805 iteration 00000030 = 0.1626071184873581
INFO  | 06/16/2022 10:52:46 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0806 iteration 00000035 = 0.1765270233154297
INFO  | 06/16/2022 10:52:52 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0806 iteration 00000040 = 0.2135893851518631
INFO  | 06/16/2022 10:52:56 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0806 iteration 00000045 = 0.14071913063526154
INFO  | 06/16/2022 10:53:01 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0806 iteration 00000050 = 0.20894286036491394
INFO  | 06/16/2022 10:53:06 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0806 iteration 00000055 = 0.15045128762722015
INFO  | 06/16/2022 10:53:11 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0806 iteration 00000060 = 0.15294300019741058
INFO  | 06/16/2022 10:53:16 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0807 iteration 00000065 = 0.1722612977027893
INFO  | 06/16/2022 10:53:21 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0807 iteration 00000070 = 0.16403895616531372
INFO  | 06/16/2022 10:53:26 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0807 iteration 00000075 = 0.16592790186405182
INFO  | 06/16/2022 10:53:31 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0807 iteration 00000080 = 0.15521880984306335
INFO  | 06/16/2022 10:53:37 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0807 iteration 00000085 = 0.1548832505941391
INFO  | 06/16/2022 10:53:41 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0807 iteration 00000090 = 0.12599337100982666
INFO  | 06/16/2022 10:53:46 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0807 iteration 00000095 = 0.19223275780677795
INFO  | 06/16/2022 10:53:51 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0808 iteration 00000100 = 0.1407773792743683
INFO  | 06/16/2022 10:53:56 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0808 iteration 00000105 = 0.1839403212070465
INFO  | 06/16/2022 10:54:02 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0808 iteration 00000110 = 0.13071571290493011
INFO  | 06/16/2022 10:54:06 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0808 iteration 00000115 = 0.17231665551662445
INFO  | 06/16/2022 10:54:12 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0808 iteration 00000120 = 0.19529026746749878
INFO  | 06/16/2022 10:54:17 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0808 iteration 00000125 = 0.19796378910541534
INFO  | 06/16/2022 10:54:19 PM | File gran_runner.py       | Line 283   | Saving Snapshot @ epoch 0808
INFO  | 06/16/2022 10:54:21 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0809 iteration 00000130 = 0.17321547865867615
INFO  | 06/16/2022 10:54:27 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0809 iteration 00000135 = 0.15396861732006073
INFO  | 06/16/2022 10:54:31 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0809 iteration 00000140 = 0.15906211733818054
INFO  | 06/16/2022 10:54:36 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0809 iteration 00000145 = 0.21164457499980927
INFO  | 06/16/2022 10:54:40 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0809 iteration 00000150 = 0.13766521215438843
INFO  | 06/16/2022 10:54:46 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0809 iteration 00000155 = 0.24551427364349365
INFO  | 06/16/2022 10:54:50 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0809 iteration 00000160 = 0.18838346004486084
INFO  | 06/16/2022 10:54:55 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0810 iteration 00000165 = 0.1564309298992157
INFO  | 06/16/2022 10:55:00 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0810 iteration 00000170 = 0.2196652889251709
INFO  | 06/16/2022 10:55:05 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0810 iteration 00000175 = 0.14225022494792938
INFO  | 06/16/2022 10:55:10 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0810 iteration 00000180 = 0.18369919061660767
INFO  | 06/16/2022 10:55:15 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0810 iteration 00000185 = 0.17433500289916992
INFO  | 06/16/2022 10:55:19 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0810 iteration 00000190 = 0.18123450875282288
INFO  | 06/16/2022 10:55:24 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0811 iteration 00000195 = 0.10028292238712311
INFO  | 06/16/2022 10:55:30 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0811 iteration 00000200 = 0.17057043313980103
INFO  | 06/16/2022 10:55:34 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0811 iteration 00000205 = 0.1363758146762848
INFO  | 06/16/2022 10:55:39 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0811 iteration 00000210 = 0.1081363707780838
INFO  | 06/16/2022 10:55:44 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0811 iteration 00000215 = 0.10669056326150894
INFO  | 06/16/2022 10:55:49 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0811 iteration 00000220 = 0.15233629941940308
INFO  | 06/16/2022 10:55:54 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0812 iteration 00000225 = 0.16640879213809967
INFO  | 06/16/2022 10:55:59 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0812 iteration 00000230 = 0.21861335635185242
INFO  | 06/16/2022 10:56:04 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0812 iteration 00000235 = 0.15299203991889954
INFO  | 06/16/2022 10:56:09 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0812 iteration 00000240 = 0.14485380053520203
INFO  | 06/16/2022 10:56:14 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0812 iteration 00000245 = 0.23237618803977966
INFO  | 06/16/2022 10:56:18 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0812 iteration 00000250 = 0.1910511702299118
INFO  | 06/16/2022 10:56:23 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0812 iteration 00000255 = 0.17359523475170135
INFO  | 06/16/2022 10:56:24 PM | File gran_runner.py       | Line 283   | Saving Snapshot @ epoch 0812
INFO  | 06/16/2022 10:56:28 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0813 iteration 00000260 = 0.18465474247932434
INFO  | 06/16/2022 10:56:33 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0813 iteration 00000265 = 0.20109888911247253
INFO  | 06/16/2022 10:56:38 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0813 iteration 00000270 = 0.15153399109840393
INFO  | 06/16/2022 10:56:43 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0813 iteration 00000275 = 0.15693970024585724
INFO  | 06/16/2022 10:56:48 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0813 iteration 00000280 = 0.22649963200092316
INFO  | 06/16/2022 10:56:52 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0813 iteration 00000285 = 0.1524641364812851
INFO  | 06/16/2022 10:56:57 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0814 iteration 00000290 = 0.16573910415172577
INFO  | 06/16/2022 10:57:02 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0814 iteration 00000295 = 0.1693134605884552
INFO  | 06/16/2022 10:57:06 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0814 iteration 00000300 = 0.19215553998947144
INFO  | 06/16/2022 10:57:11 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0814 iteration 00000305 = 0.1528831273317337
INFO  | 06/16/2022 10:57:16 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0814 iteration 00000310 = 0.13400903344154358
INFO  | 06/16/2022 10:57:20 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0814 iteration 00000315 = 0.14320382475852966
INFO  | 06/16/2022 10:57:25 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0814 iteration 00000320 = 0.16668447852134705
INFO  | 06/16/2022 10:57:30 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0815 iteration 00000325 = 0.1694125235080719
INFO  | 06/16/2022 10:57:35 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0815 iteration 00000330 = 0.14531472325325012
INFO  | 06/16/2022 10:57:39 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0815 iteration 00000335 = 0.2356131374835968
INFO  | 06/16/2022 10:57:44 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0815 iteration 00000340 = 0.15511660277843475
INFO  | 06/16/2022 10:57:49 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0815 iteration 00000345 = 0.1865343451499939
INFO  | 06/16/2022 10:57:54 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0815 iteration 00000350 = 0.17008748650550842
INFO  | 06/16/2022 10:57:59 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0816 iteration 00000355 = 0.19612863659858704
INFO  | 06/16/2022 10:58:03 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0816 iteration 00000360 = 0.15505877137184143
INFO  | 06/16/2022 10:58:09 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0816 iteration 00000365 = 0.16088613867759705
INFO  | 06/16/2022 10:58:14 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0816 iteration 00000370 = 0.16189736127853394
INFO  | 06/16/2022 10:58:19 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0816 iteration 00000375 = 0.10131454467773438
INFO  | 06/16/2022 10:58:24 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0816 iteration 00000380 = 0.13409914076328278
INFO  | 06/16/2022 10:58:28 PM | File gran_runner.py       | Line 283   | Saving Snapshot @ epoch 0816
INFO  | 06/16/2022 10:58:29 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0817 iteration 00000385 = 0.16464419662952423
INFO  | 06/16/2022 10:58:34 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0817 iteration 00000390 = 0.1522829830646515
INFO  | 06/16/2022 10:58:39 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0817 iteration 00000395 = 0.18100710213184357
INFO  | 06/16/2022 10:58:43 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0817 iteration 00000400 = 0.1574709564447403
INFO  | 06/16/2022 10:58:48 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0817 iteration 00000405 = 0.1429089605808258
INFO  | 06/16/2022 10:58:53 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0817 iteration 00000410 = 0.11625681072473526
INFO  | 06/16/2022 10:58:58 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0817 iteration 00000415 = 0.1744518280029297
INFO  | 06/16/2022 10:59:03 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0818 iteration 00000420 = 0.17055481672286987
INFO  | 06/16/2022 10:59:07 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0818 iteration 00000425 = 0.19796131551265717
INFO  | 06/16/2022 10:59:12 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0818 iteration 00000430 = 0.13230368494987488
INFO  | 06/16/2022 10:59:17 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0818 iteration 00000435 = 0.15671975910663605
INFO  | 06/16/2022 10:59:22 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0818 iteration 00000440 = 0.12504369020462036
INFO  | 06/16/2022 10:59:27 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0818 iteration 00000445 = 0.16528162360191345
INFO  | 06/16/2022 10:59:31 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0819 iteration 00000450 = 0.15485437214374542
INFO  | 06/16/2022 10:59:36 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0819 iteration 00000455 = 0.16384275257587433
INFO  | 06/16/2022 10:59:41 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0819 iteration 00000460 = 0.18269872665405273
INFO  | 06/16/2022 10:59:45 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0819 iteration 00000465 = 0.15316002070903778
INFO  | 06/16/2022 10:59:51 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0819 iteration 00000470 = 0.16804207861423492
INFO  | 06/16/2022 10:59:57 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0819 iteration 00000475 = 0.0954202190041542
INFO  | 06/16/2022 11:00:02 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0819 iteration 00000480 = 0.18942949175834656
INFO  | 06/16/2022 11:00:06 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0820 iteration 00000485 = 0.19799306988716125
INFO  | 06/16/2022 11:00:11 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0820 iteration 00000490 = 0.16623656451702118
INFO  | 06/16/2022 11:00:16 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0820 iteration 00000495 = 0.20916108787059784
INFO  | 06/16/2022 11:00:21 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0820 iteration 00000500 = 0.15099439024925232
INFO  | 06/16/2022 11:00:26 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0820 iteration 00000505 = 0.11439430713653564
INFO  | 06/16/2022 11:00:31 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0820 iteration 00000510 = 0.16024306416511536
INFO  | 06/16/2022 11:00:33 PM | File gran_runner.py       | Line 283   | Saving Snapshot @ epoch 0820
INFO  | 06/16/2022 11:00:36 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0821 iteration 00000515 = 0.14415612816810608
