INFO  | 06/16/2022 05:00:52 PM | File run_exp.py           | Line 26    | Writing log file to /Users/alexdavies/Documents/Year_1/Project/GRAN_social/exp/GRAN/GRANMixtureBernoulli_social_2022-Jun-16-13-29-21_37088/log_exp_39031.txt
INFO  | 06/16/2022 05:00:52 PM | File run_exp.py           | Line 27    | Exp instance id = 39031
INFO  | 06/16/2022 05:00:52 PM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 06/16/2022 05:00:52 PM | File run_exp.py           | Line 29    | Config =
INFO  | 06/16/2022 05:00:55 PM | File gran_runner.py       | Line 127   | Train/val/test = 320/80/80
INFO  | 06/16/2022 05:00:55 PM | File gran_runner.py       | Line 140   | No Edges vs. Edges in training set = 33.66570613772577
INFO  | 06/16/2022 05:01:05 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0533 iteration 00000001 = 0.14174596965312958
INFO  | 06/16/2022 05:01:10 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0533 iteration 00000005 = 0.13021482527256012
INFO  | 06/16/2022 05:01:14 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0533 iteration 00000010 = 0.11335376650094986
INFO  | 06/16/2022 05:01:19 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0533 iteration 00000015 = 0.13938680291175842
INFO  | 06/16/2022 05:01:24 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0534 iteration 00000020 = 0.17371153831481934
INFO  | 06/16/2022 05:01:29 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0534 iteration 00000025 = 0.1853741556406021
INFO  | 06/16/2022 05:01:33 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0534 iteration 00000030 = 0.13293877243995667
INFO  | 06/16/2022 05:01:39 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0535 iteration 00000035 = 0.11878259479999542
INFO  | 06/16/2022 05:01:43 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0535 iteration 00000040 = 0.20437519252300262
INFO  | 06/16/2022 05:01:48 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0535 iteration 00000045 = 0.12225599586963654
INFO  | 06/16/2022 05:01:53 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0536 iteration 00000050 = 0.16812875866889954
INFO  | 06/16/2022 05:01:58 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0536 iteration 00000055 = 0.13325349986553192
INFO  | 06/16/2022 05:02:02 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0536 iteration 00000060 = 0.1573888659477234
INFO  | 06/16/2022 05:02:06 PM | File gran_runner.py       | Line 283   | Saving Snapshot @ epoch 0536
INFO  | 06/16/2022 05:02:07 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0537 iteration 00000065 = 0.12410373985767365
INFO  | 06/16/2022 05:02:12 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0537 iteration 00000070 = 0.17809469997882843
