INFO  | 06/16/2022 04:04:22 PM | File run_exp.py           | Line 26    | Writing log file to /Users/alexdavies/Documents/Year_1/Project/GRAN_social/exp/GRAN/GRANMixtureBernoulli_social_2022-Jun-16-13-29-21_37088/log_exp_38203.txt
INFO  | 06/16/2022 04:04:22 PM | File run_exp.py           | Line 27    | Exp instance id = 38203
INFO  | 06/16/2022 04:04:22 PM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 06/16/2022 04:04:22 PM | File run_exp.py           | Line 29    | Config =
INFO  | 06/16/2022 04:04:24 PM | File gran_runner.py       | Line 127   | Train/val/test = 320/80/80
INFO  | 06/16/2022 04:04:24 PM | File gran_runner.py       | Line 140   | No Edges vs. Edges in training set = 33.66570613772577
INFO  | 06/16/2022 04:04:35 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0441 iteration 00000001 = 0.13360460102558136
INFO  | 06/16/2022 04:04:39 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0441 iteration 00000005 = 0.14086954295635223
INFO  | 06/16/2022 04:04:43 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0441 iteration 00000010 = 0.11811256408691406
INFO  | 06/16/2022 04:04:48 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0441 iteration 00000015 = 0.1392461210489273
INFO  | 06/16/2022 04:04:53 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0442 iteration 00000020 = 0.18666531145572662
INFO  | 06/16/2022 04:04:58 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0442 iteration 00000025 = 0.18656399846076965
INFO  | 06/16/2022 04:05:03 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0442 iteration 00000030 = 0.1379528045654297
INFO  | 06/16/2022 04:05:09 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0443 iteration 00000035 = 0.12719161808490753
INFO  | 06/16/2022 04:05:14 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0443 iteration 00000040 = 0.21130304038524628
INFO  | 06/16/2022 04:05:18 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0443 iteration 00000045 = 0.13991346955299377
INFO  | 06/16/2022 04:05:23 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0444 iteration 00000050 = 0.16935761272907257
INFO  | 06/16/2022 04:05:28 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0444 iteration 00000055 = 0.13712112605571747
INFO  | 06/16/2022 04:05:33 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0444 iteration 00000060 = 0.1672673374414444
INFO  | 06/16/2022 04:05:37 PM | File gran_runner.py       | Line 283   | Saving Snapshot @ epoch 0444
INFO  | 06/16/2022 04:05:37 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0445 iteration 00000065 = 0.13256791234016418
INFO  | 06/16/2022 04:05:42 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0445 iteration 00000070 = 0.18613211810588837
INFO  | 06/16/2022 04:05:47 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0445 iteration 00000075 = 0.18943211436271667
INFO  | 06/16/2022 04:05:52 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0445 iteration 00000080 = 0.1815941035747528
INFO  | 06/16/2022 04:05:57 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0446 iteration 00000085 = 0.1515456736087799
INFO  | 06/16/2022 04:06:02 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0446 iteration 00000090 = 0.22079309821128845
INFO  | 06/16/2022 04:06:07 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0446 iteration 00000095 = 0.20546767115592957
INFO  | 06/16/2022 04:06:12 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0447 iteration 00000100 = 0.155110165476799
INFO  | 06/16/2022 04:06:16 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0447 iteration 00000105 = 0.18540790677070618
INFO  | 06/16/2022 04:06:22 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0447 iteration 00000110 = 0.1646346151828766
INFO  | 06/16/2022 04:06:27 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0448 iteration 00000115 = 0.15184623003005981
INFO  | 06/16/2022 04:06:31 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0448 iteration 00000120 = 0.1643962562084198
INFO  | 06/16/2022 04:06:36 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0448 iteration 00000125 = 0.18413349986076355
INFO  | 06/16/2022 04:06:39 PM | File gran_runner.py       | Line 283   | Saving Snapshot @ epoch 0448
INFO  | 06/16/2022 04:06:41 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0449 iteration 00000130 = 0.1804606020450592
INFO  | 06/16/2022 04:06:46 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0449 iteration 00000135 = 0.14012925326824188
INFO  | 06/16/2022 04:06:50 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0449 iteration 00000140 = 0.1604607254266739
INFO  | 06/16/2022 04:06:55 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0450 iteration 00000145 = 0.18763577938079834
INFO  | 06/16/2022 04:07:00 PM | File gran_runner.py       | Line 279   | NLL Loss @ epoch 0450 iteration 00000150 = 0.17808997631072998
